,name,location,rent,deposit,area,type,highlights,description,owner
60,Dheeraj Jade Residences,"1 BHK Flat for rent in Wagholi, Pune","₹20,500","+ Deposit ₹60,000",748 sqft,1 BHK ,"['2 Baths', 'North Facing']","1 bhk fully furnised flat on near market prime location near grocery market , hospital ,collage well maintain flat our society basic amenities gated society plz contact more details",MUTHA REALTY 
61,Nyati Empire,"3 BHK Flat for rent in Kharadi, Pune","₹30,000",+ Deposit 3 months rent,"1,340 sqft",3 BHK ,"['2 Baths', 'Full Power Backup']","Nyati empire a semi furnished 3 bhk with 2 bath available for rent for family ,with a l shape living /dining, sofa, dining table with chairs and a fridge, pipeline gas, and a dry balcony. Wardrobe's in two bedrooms along with an ac in the master bedroom, has a designated covered car park as well.",High street property 
62,43 Privet Drive,"3 BHK Flat for rent in Balewadi, Pune","₹60,000","+ Deposit ₹120,000","1,723 sqft",3 BHK ,"['3 Baths', 'Fitness Center/ Gym']",Explore this amicable 43 privet drive of balewadi in pune ! Live in a 3 bhk flat for rent in balewadi. Property has 1723 sq.Ft. Carpet area with 3 bathrooms & 2 balconies attached. Flat is constructed on 1723 sq.Ft. You get an additional space of pooja room. 2 covered parking available. 1 open parking available. Placed on 10th of 18 floor. This property is semi-Furnished. Equipped with 15 light...,DREAM HOME PROPERTIES 
63,Kolte Patil Life Republic,"2 BHK Flat for rent in Hinjewadi, Pune","₹21,000",+ Deposit 3 months rent,836 sqft,2 BHK ,"['East Facing', 'Full Power Backup']","This 2 bhk flat in hinjewadi is available in kolte patil life republic for rent, one of the most prominent projects for residential flats in pune. This 2 bhk flat comes with 2 bathrooms set in 836 sq.Ft. Carpet usable area. This property is constructed on 836 sq.Ft. Extra space for others. You also get 1 covered parking inside the premises located on 15th of 22 floor. This is a ready to move pr...",dream home 
64,Kolte Patil Life Republic,"2 BHK Flat for rent in Hinjewadi, Pune","₹22,000",+ Deposit 3 months rent,709 sqft,2 BHK ,"['East Facing', 'Full Power Backup']","Find this 2 bhk apartment for rent in hinjewadi, pune. This 2 bhk apartment in kolte patil life republic is situated in pune. This flat consists of 2 bathrooms & 1 balcony build in 709 sq.Ft. Carpet area. The flat is built on 709 sq.Ft. Area. This property has others as well. Ease of access to 1 covered parking within society. This flat is situated at 8th in a tower with 22 floors. This is a 1-...",dream home 
65,Kolte Patil Life Republic,"2 BHK Flat for rent in Hinjewadi, Pune","₹21,006",+ Deposit 3 months rent,719 sqft,2 BHK ,"['Full Power Backup', 'Gated Society']","This 2 bhk flat in hinjewadi is available in kolte patil life republic for rent, one of the most prominent projects for residential flats in pune. This 2 bhk flat comes with 2 bathrooms set in 719 sq.Ft. Carpet usable area. Flat is constructed on 719 sq.Ft. You get an additional space of others. 1 covered parking available. Placed on 10th of 22 floor in 1-5 years old tower. This is an unfurnish...",dream home 
66,Kolte Patil Life Republic,"1 BHK Flat for rent in Hinjewadi, Pune","₹17,000",+ Deposit 3 months rent,457 sqft,1 BHK ,"['Full Power Backup', 'Gated Society']","Kolte patil life republic is one of pune's most sought after destination for residential flats and this 1 bhk flat for rent in hinjewadi, is your opportunity to be a part of this community. This flat consists of 1 bathroom & 1 balcony in 457 sq.Ft. Carpet area. The flat is built on 457 sq.Ft. Area. Ease of access to 1 covered parking within society. This flat is situated at 8th in a tower with ...",dream home 
67,Kolte Patil Life Republic,"2 BHK Flat for rent in Hinjewadi, Pune","₹21,000",+ Deposit 3 months rent,730 sqft,2 BHK ,"['East Facing', 'Full Power Backup']","Explore this amicable kolte patil life republic of hinjewadi in pune ! Live in a 2 bhk flat for rent in hinjewadi. This flat consists of 2 bathrooms & 2 balconies in 730 sq.Ft. Carpet area. This property is constructed on 730 sq.Ft. Extra space for pooja room, study room, servant room and others. You also get 1 covered parking inside the premises located on 8th of 22 floor. This is a ready to m...",dream home 
68,Shubh Shagun,"2 BHK Flat for rent in Kharadi, Pune","₹29,000",+ Deposit 2 months rent,718 sqft,2 BHK ,"['East Facing', 'Full Power Backup']","This 2 bhk flat in kharadi is available in shubh shagun for rent, one of the most prominent projects for residential flats in pune. This flat consists of 2 bathrooms & 2 balconies in 718 sq.Ft. Carpet area. This flat is constructed on 718 sq.Ft. Area. Parking available: 1 covered parking & 1 open parking. This flat lies on the 9th floor of a 14 storey building. Well maintained 1-5 years propert...",URBAN HOMES
69,Duville Riverdale Heights,"1 BHK Flat for rent in Kharadi, Pune","₹26,000","+ Deposit ₹60,000",624 sqft,1 BHK ,"['East Facing', 'Full Power Backup']","Pune's most popular society duville riverdale heights in kharadi offers 1 bhk apartment. This flat consists of 1 bathroom & 1 balcony build in 510 sq.Ft. Carpet area. The flat consists of 1 bedroom, built on 624 sq.Ft. The building has a total of 23 floors and this property is situated on 11th floor. Property is 1-5 years old. Semi-Furnished flat with 1 exhaust fan, 3 fan, 1 geyser, 1 light, 1 ...",URBAN HOMES
70,Pride Platinum,"3 BHK Flat for rent in Baner, Pune","₹45,000","+ Deposit ₹150,000","1,700 sqft",3 BHK ,"['3 Baths', 'Fresh Construction']","This lovely 3 bhk apartment for rent in baner is available in one of pune's most popular projects, pride platinum. Property has attached 3 bathrooms & 2 balconies with 3 rooms . This property is constructed on 1700 sq.Ft. You also get 1 covered parking inside the premises located on 14th of 20 floor. This is a ready to move property and it is 0-1 year old flat. It is an unfurnished property. Pr...",Mayur enterprises & real estate 
71,Splendid Courtyard,"2 BHK Flat for rent in Lohegaon, Pune","₹22,000","+ Deposit ₹50,000",925 sqft,2 BHK ,"['East Facing', 'Fresh Construction']","Splendid courtyard is the most preferred destination for renting flats in lohegaon, pune. A 2 bhk flat is now available for rent here. Don't miss to be a part of this community. Property has 925 sq.Ft. Super built-Up area with 2 bathrooms & 2 balconies attached. The flat consists of 2 bedrooms, built on 925 sq.Ft. Society provides 1 covered parking with this flat. The building has a total of 11...",Shree VR Properties 
72,Kolte Patil Life Republic,"1 BHK Flat for rent in Hinjewadi, Pune","₹22,001",+ Deposit 3 months rent,410 sqft,1 BHK ,"['1 Baths', 'East Facing']","1bhk full furnished flat available for rent in life republic kolte patil township marunji.
It's available for family or bacholer.",Elite Properties 
73,Impact Casa,"2 BHK Flat for rent in Lohegaon, Pune","₹20,000",+ Deposit 2 months rent,680 sqft,2 BHK ,"['2 Baths', 'East Facing']","Pune's most popular society impact casa in lohegaon offers 2 bhk apartment. Property has attached 2 bathrooms & 2 balconies with 2 rooms set in 680 sq.Ft. Carpet area. The flat consists of 2 bedrooms, built on 680 sq.Ft. Society provides 1 covered parking with this flat. The building has a total of 7 floors and this property is situated on 4th floor. Property is 0-1 year old. This property is u...",Akruti Realty 
74,Pride World City,"2 BHK Flat for rent in Lohegaon, Pune","₹28,000",+ Deposit 3 months rent,790 sqft,2 BHK ,"['2 Baths', 'East Facing']","This 2 bhk flat in lohegaon is available in pride world city for rent, one of the most prominent projects for residential flats in pune. This flat consists of 2 bathrooms & 2 balconies in 790 sq.Ft. Carpet area. The flat consists of 2 bedrooms, built on 790 sq.Ft. Society provides 1 covered parking with this flat. The building has a total of 13 floors and this property is situated on 9th floor....",Akruti Realty 
75,Vyanktesh swapn Sankul,"2 BHK Flat for rent in Siddharth Nagar, Madhav Nagar, Pune","₹21,000",+ Deposit 2 months rent,715 sqft,2 BHK ,"['2 Baths', 'Gated Society']","Vyanktesh swapn sankul is the most preferred destination for renting flats in siddharth nagar, madhav nagar, pune. A 2 bhk flat is now available for rent here. Don't miss to be a part of this community. This flat consists of 2 bathrooms & 2 balconies build in 715 sq.Ft. Carpet area. Flat is constructed on 715 sq.Ft. 1 covered parking available. Placed on 3rd of 6 floor in 5-10 years old tower. ...",Akruti Realty 
76,Goodwill Metropolis,"1 BHK Flat for rent in Lohegaon, Pune","₹22,000",+ Deposit 3 months rent,515 sqft,1 BHK ,"['1 Baths', 'North-East Facing']","A spacious 1 bhk flat for rent is available in lohegaon in goodwill metropolis, pune. This 1 bhk flat comes with 1 bathroom set in 515 sq.Ft. Carpet usable area. This property is constructed on 515 sq.Ft. You also get 1 covered parking inside the premises located on 6th of 12 floor. This is a ready to move property and it is 1-5 years old flat. Furnished flat with 3 light, 2 fan, 1 bed, 1 wardr...",Akruti Realty 
77,pratham yash residency,"1 BHK Flat for rent in Nimbalkar Nagar, Pune","₹17,000",+ Deposit 3 months rent,450 sqft,1 BHK ,"['1 Baths', 'North-East Facing']","This 1 bhk flat in nimbalkar nagar is available in pratham yash residency for rent, one of the most prominent projects for residential flats in pune. Property has 450 sq.Ft. Carpet area with 1 bathroom & 1 balcony attached. Flat is constructed on 450 sq.Ft. 1 covered parking available. Placed on 6th of 10 floor in 1-5 years old tower. This is a semi-Furnished flat. Already installed 2 light, 2 ...",Akruti Realty 
78,Kumar Padmalaya,"2 BHK Flat for rent in Aundh, Pune","₹32,000",+ Deposit 3 months rent,"1,000 sqft",2 BHK ,"['2 Baths', 'East Facing']","A 2 bhk flat for rent in aundh close to all basic civic amenities is available for just 32,000 in kumar padmalaya, pune. This flat consists of 2 bathrooms & 1 balcony build in 950 sq.Ft. Super built-Up area. The flat is built on 1000 sq.Ft. Area. Ease of access to 1 covered parking within society. This flat is situated at top in a tower with 5 floors. This is a 5-10 years old society. This is a...",shikha properties  
79,Kumar Park Infinia,"2 BHK Flat for rent in Phursungi, Pune","₹23,500",+ Deposit 3 months rent,"1,150 sqft",2 BHK ,"['2 Baths', 'East Facing']",Explore this amicable kumar park infinia of phursungi in pune ! Live in a 2 bhk flat for rent in phursungi. This flat consists of 2 bathrooms & 2 balconies build in 830 sq.Ft. Carpet area. The flat is built on 1150 sq.Ft. Area. This property has others as well. Ease of access to 1 covered parking and 1 open parking within society. This flat is situated at 12th in a tower with 14 floors. This is...,S G Properties  
80,Tranquil Park,"2 BHK Flat for rent in Lohegaon, Pune","₹22,000",+ Deposit 2 months rent,710 sqft,2 BHK ,"['2 Baths', 'East Facing']","Find this 2 bhk apartment for rent in lohegaon, pune. This 2 bhk apartment in tranquil park is situated in pune. This flat consists of 2 bathrooms & 2 balconies build in 710 sq.Ft. Carpet area. This property is constructed on 710 sq.Ft. You also get 1 covered parking inside the premises located on 6th of 10 floor. This is a ready to move property and it is 1-5 years old flat. This property is s...",Akruti Realty 
81,Nyati Evita,"3 BHK Flat for rent in Lohegaon, Pune","₹30,000",+ Deposit 3 months rent,"1,150 sqft",3 BHK ,"['2 Baths', 'East Facing']","Nyati evita is one of pune's most sought after destination for residential flats and this 3 bhk flat for rent in lohegaon, is your opportunity to be a part of this community. Property has 1150 sq.Ft. Carpet area with 2 bathrooms & 2 balconies attached. This flat is constructed on 1150 sq.Ft. Area. This flat lies on the 6th floor of a 11 storey building. Well maintained 5-10 years property. This...",Akruti Realty 
82,The Village Society,"2 BHK Flat for rent in Dhanori, Pune","₹21,000",+ Deposit 2 months rent,"1,100 sqft",2 BHK ,"['2 Baths', 'North Facing']","Situated in dhanori pune, the village society is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 2 bhk apartment now available for rent. Property has attached 2 bathrooms & 2 balconies with 2 rooms set in 1100 sq.Ft. Carpet area. This property is constructed on 1100 sq.Ft. You also get 1 covered parking inside the premises located on 5t...",Akruti Realty 
83,Surya Atlantis City,"2 BHK Flat for rent in Dhanori, Pune","₹23,000",+ Deposit 3 months rent,"1,057 sqft",2 BHK ,"['2 Baths', 'East Facing']","This 2 bhk flat in dhanori is available in surya atlantis city for rent, one of the most prominent projects for residential flats in pune. This 2 bhk flat comes with 2 bathrooms set in 850 sq.Ft. Carpet usable area. This flat is constructed on 1057 sq.Ft. Area. This flat lies on the 5th floor of a 11 storey building. Well maintained 1-5 years property. It is an unfurnished property. The flat wi...",Akruti Realty 
84,Surya Atlantis City,"1 BHK Flat for rent in Dhanori, Pune","₹20,000",+ Deposit 3 months rent,725 sqft,1 BHK ,"['1 Baths', 'East Facing']","A spacious 1 bhk flat for rent is available in dhanori in surya atlantis city, pune. This 1 bhk flat comes with 1 bathroom set in 550 sq.Ft. Carpet usable area. The flat consists of 1 bedroom, built on 725 sq.Ft. Society provides 1 covered parking with this flat. The building has a total of 11 floors and this property is situated on 9th floor. Property is 1-5 years old. This is a furnished flat...",Akruti Realty 
85,Nirman Altius,"2 BHK Flat for rent in Kharadi, Pune","₹38,000",,824 sqft,2 BHK ,"['2 Baths', 'East Facing']",Pune's most popular society nirman altius in kharadi offers 2 bhk apartment. Property has 824 sq.Ft. Carpet area with 2 bathrooms & 2 balconies attached. This property is constructed on 824 sq.Ft. Extra space for others. You also get 1 covered parking inside the premises located on 10th of 19 floor. This is a ready to move property and it is 1-5 years old flat. It is a semi-Furnished property. ...,PW Realty 
