,name,location,rent,deposit,area,type,highlights,description,owner
64,Dremwood kharadi,"1 BHK Flat for rent in Kharadi, Pune","₹22,000","+ Deposit ₹50,000",623 sqft,1 BHK ,"['East Facing', 'Corner Property']","Dremwood kharadi is the most preferred destination for renting flats in kharadi, pune. A 1 bhk flat is now available for rent here. Don't miss to be a part of this community. This 1 bhk flat comes with 1 bathroom set in 623 sq.Ft. Super built-Up usable area. The flat consists of 1 bedroom, built on 623 sq.Ft. A separate space for store room is available in this flat. Society provides 1 covered ...",READY 2 MOVE
65,daffodils hights,"1 BHK Flat for rent in Wadgaon Sheri, Pune","₹22,000",+ Deposit 2 months rent,560 sqft,1 BHK ,"['East Facing', 'Full Power Backup']","Situated in wadgaon sheri pune, daffodils hights is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 1 bhk apartment now available for rent. This flat consists of 1 bathroom & 1 balcony build in 560 sq.Ft. Carpet area. The flat is built on 560 sq.Ft. Area. Ease of access to 1 covered parking within society. This flat is situated at 3rd i...",READY 2 MOVE
66,Shree Ram Heights,"1 BHK Independent Builder Floor for rent in Wadgaon Sheri, Pune","₹18,000",+ Deposit 3 months rent,612 sqft,1 BHK ,"['East Facing', 'Vitrified Flooring']","Spacious well maintained 1bhk flat available for rent in one of the very good location in wadgaon sheri area.
Flat available for bachelors as well as couples.
24 hrs water facility available in the premises. 
Fully furnished flat.",READY 2 MOVE
67,Panchshil Eon Waterfront,"4 BHK Flat for rent in Kharadi, Pune","₹80,000",+ Deposit 3 months rent,"2,850 sqft",4 BHK ,"['5 Baths', 'Private Garden']","Panchshil eon waterfront is one of pune's most sought after destination for residential flats and this 4 bhk flat for rent in kharadi with 2850 sq.Ft., is your opportunity to be a part of this community. This flat consists of 5 bathrooms & 2 balconies in 2850 sq.Ft. Super built-Up area. The flat is built on 2850 sq.Ft. Area. This property has servant room as well. Ease of access to 2 covered pa...",Property Address 
68,Kasturi Ike No Midori,"2 BHK Flat for rent in Bavdhan, Pune","₹23,000","+ Deposit ₹50,000",800 sqft,2 BHK ,"['2 Baths', 'East Facing']","Situated in bavdhan pune, kasturi ike no midori is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 2 bhk apartment now available for rent. Property has attached 2 bathrooms & 1 balcony with 2 rooms set in 800 sq.Ft. Carpet area. This property is constructed on 800 sq.Ft. Located on 5th of 8 floor. This is a ready to move property and it...",connex real estate 
69,Citrine,"2 BHK Flat for rent in Kharadi, Pune","₹50,000",+ Deposit 3 months rent,"1,255 sqft",2 BHK ,"['2 Baths', 'East Facing']",Beautiful fully furnished 2bhk penthouse is available for rent in marvel citrine. Available for both family and bachelors. Possession is available from 1st february 2024. For more details kindly contact to our otis realty team.,Otis Realty
70,VTP Purvanchal,"2 BHK Flat for rent in Wagholi, Pune","₹16,000",+ Deposit 2 months rent,753 sqft,2 BHK ,"['2 Baths', 'North-East Facing']","Vtp purvanchal is one of pune's most sought after destination for residential flats and this 2 bhk flat for rent in wagholi, is your opportunity to be a part of this community. This flat consists of 2 bathrooms & 2 balconies build in 753 sq.Ft. Carpet area. This flat is constructed on 753 sq.Ft. Area. This flat lies on the 12th floor of a 15 storey building. Well maintained 0-1 year property. U...",Shubham Properties 
71,Shubh Shagun,"2 BHK Flat for rent in Kharadi, Pune","₹30,000","+ Deposit ₹70,000",990 sqft,2 BHK ,"['2 Baths', 'Private Garden']","Pune's most popular society shubh shagun in kharadi offers 2 bhk apartment. The flat is close to market, close to railway station, close to hospital and close to school. This 2 bhk flat comes with 2 bathrooms set in 910 sq.Ft. Super built-Up usable area. Flat is constructed on 990 sq.Ft. You get an additional space of study room. 1 covered parking available. Placed on 8th of 14 floor in 1-5 yea...",FORTUNE REALTY SOLUTIONS
72,Fortune East Society,"3 BHK Flat for rent in Kharadi, Pune","₹38,000","+ Deposit ₹100,000","1,562 sqft",3 BHK ,"['3 Baths', 'North Facing']","Fortune east society is one of pune's most sought after destination for residential flats and this 3 bhk flat for rent in kharadi with 1420 sq.Ft., is your opportunity to be a part of this community. The flat is close to school, close to hospital and close to market. This 3 bhk flat comes with 3 bathrooms set in 1420 sq.Ft. Super built-Up usable area. The flat is built on 1562 sq.Ft. Area. This...",FORTUNE REALTY SOLUTIONS
73,Guardian Eastern Meadows,"2 BHK Flat for rent in Kharadi, Pune","₹28,000","+ Deposit ₹60,000",800 sqft,2 BHK ,"['2 Baths', 'Corner Property']","2bhk unused flta gated society family bachlor allowed semifrunished flat 
Close to eon it park
 Additional details :",AK  
74,Shantishilp Society Bavdhan,"3 BHK Flat for rent in Bavdhan, Pune","₹28,000",+ Deposit 3 months rent,"1,500 sqft",3 BHK ,"['3 Baths', 'East Facing']","Pune's most popular society shantishilp society bavdhan in bavdhan offers 3 bhk apartment. Property has attached 3 bathrooms & 2 balconies with 3 rooms set in 1450 sq.Ft. Super built-Up area. The flat consists of 3 bedrooms, built on 1500 sq.Ft. Society provides 1 covered parking with this flat & the option for 1 open parking is also available. The building has a total of 5 floors and this prop...",Yugantika Properties  
75,Nyati Elysia,"2 BHK Flat for rent in Kharadi, Pune","₹31,000",+ Deposit 3 months rent,"1,200 sqft",2 BHK ,"['2 Baths', 'Air Conditioned']","Pune's most popular society nyati elysia in kharadi offers 2 bhk apartment. Property has attached 2 bathrooms & 2 balconies with 2 rooms set in 1150 sq.Ft. Super built-Up area. This property is constructed on 1200 sq.Ft. Extra space for pooja room, study room and store room. You also get 1 covered parking inside the premises located on 12th of 28 floor. This is a ready to move property and it i...",Prop Laksh 
76,Paranjape Blue Ridge,"1 BHK Flat for rent in Hinjewadi, Pune","₹25,000","+ Deposit ₹75,000",650 sqft,1 BHK ,"['1 Baths', 'East Facing']","All amenities included in society like swimming pool, garden, gym, waking track, jogging track, club house.
Near by all facilities market. School, college, hospital.",Sneh Properties 
77,Vilas Yashone Hinjewadi,"2 BHK Flat for rent in Hinjewadi Phase 1, Pune","₹25,000","+ Deposit ₹75,000",850 sqft,2 BHK ,"['2 Baths', 'East Facing']","All amenities included in society like swimming pool, garden, waking track, jogging track, club house, gym.
Near by hospital , school, college, bus stop, shopping center.",Sneh Properties 
78,Vilas Yashone Hinjewadi,"2 BHK Flat for rent in Hinjewadi Phase 1, Pune","₹24,000","+ Deposit ₹75,000",950 sqft,2 BHK ,"['2 Baths', 'East Facing']","All amenities included in society like swimming pool, garden, jogging track, waking track, gym, club house.
Near by market, shopping malls, school, college, hospital, bus stop.",Sneh Properties 
79,Godrej Elements,"3 BHK Flat for rent in Hinjewadi, Pune","₹36,000","+ Deposit ₹100,000","1,460 sqft",3 BHK ,"['3 Baths', 'East Facing']","All amenities in included society like swimming pool, garden, waking track, jogging track, gym, club house.
Near by market, shopping malls, school, college, hospital.",Sneh Properties 
80,Paranjape Blue Ridge,"2 BHK Flat for rent in Hinjewadi, Pune","₹30,000","+ Deposit ₹100,000","1,100 sqft",2 BHK ,"['2 Baths', 'East Facing']","All amenities in included society like swimming pool, garden, waking track, club house , gym. Ets
Near by market,school, college, hospital, shopping malls.",Sneh Properties 
81,Paranjape Blue Ridge,"1 BHK Flat for rent in Hinjewadi, Pune","₹23,000","+ Deposit ₹70,000",650 sqft,1 BHK ,"['1 Baths', 'Private Garden']","All amenities in society like swimming pool, garden, waking track, kids garden. Kids play ground, gym, club house. Ets Near by market , school, college, hospital, shopping center, shopping malls. Additional details : Piped gas facility is available in the property. The apartment has borings water supply. Daily needs shopping could be done within the society premises to make the stay convinent. ...",Sneh Properties 
82,Rohan Abhilasha,"3 BHK Flat for rent in Wagholi, Pune","₹36,000",+ Deposit 3 months rent,"1,200 sqft",3 BHK ,"['3 Baths', 'East Facing']","Rohan abhilasha is the most preferred destination for renting flats in wagholi, pune. A 3 bhk flat is now available for rent here. Don't miss to be a part of this community. This 3 bhk flat comes with 3 bathrooms set in 1200 sq.Ft. Carpet usable area. This property is constructed on 1200 sq.Ft. Extra space for study room. You also get 1 covered parking inside the premises located on 2nd of 12 f...",Sumegh Properties 
83,Kumar Primrose,"2 BHK Flat for rent in Eon Free Zone , Pune","₹34,500",+ Deposit 3 months rent,"1,045 sqft",2 BHK ,"['2 Baths', 'East Facing']",Pune's most popular society kumar primrose in eon free zone offers 2 bhk apartment. This flat consists of 2 bathrooms & 1 balcony in 1000 sq.Ft. Super built-Up area. This property is constructed on 1045 sq.Ft. Extra space for others. Located on 4th of 10 floor. This is a ready to move property and it is 0-1 year old flat. This is an unfurnished flat. Property will be leased for 11 months from w...,Puneet Puniani & Associates 
84,Kumar Park Infinia,"1 BHK Flat for rent in Phursungi, Pune","₹18,000","+ Deposit ₹36,000",750 sqft,1 BHK ,"['2 Baths', 'East Facing']","Situated in phursungi pune, kumar park infinia is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 750 sq.Ft. Big 1 bhk apartment now available for rent. Property has 750 sq.Ft. Super built-Up area with 2 bathrooms & 2 balconies attached. Flat is constructed on 750 sq.Ft. Placed on 1st of 14 floor. This is an unfurnished flat. Property w...",Tulsi Properties 
85,Rohan Ananta,"2 BHK Flat for rent in Tathawade, Pune","₹24,000","+ Deposit ₹50,000",750 sqft,2 BHK ,"['2 Baths', 'East Facing']","Rohan ananta is the most preferred destination for renting flats in tathawade, pune. A 2 bhk flat is now available for rent here. Don't miss to be a part of this community. This flat consists of 2 bathrooms & 2 balconies in 750 sq.Ft. Carpet area. This property is constructed on 750 sq.Ft. You also get 1 covered parking inside the premises located on 9th of 11 floor. This is a semi-Furnished fl...",Sparsh Properties 
86,BU Bhandari Acolade,"2 BHK Flat for rent in Kharadi, Pune","₹35,000",+ Deposit 3 months rent,"1,193 sqft",2 BHK ,"['2 Baths', 'East Facing']","Pune's most popular society bu bhandari acolade in kharadi offers 2 bhk apartment. This property is close to mall, close to highway and close to hospital. This flat consists of 2 bathrooms & 2 balconies in 1150 sq.Ft. Super built-Up area. The flat is built on 1193 sq.Ft. Area. This property has store room as well. This flat is situated at 3rd in a tower with 11 floors. This is a 5-10 years old ...",Puneet Puniani & Associates 
87,Ishwar River Residency,"2 BHK Flat for rent in Moshi, Pune","₹22,000","+ Deposit ₹60,000",850 sqft,2 BHK ,"['2 Baths', 'East Facing']","A 2 bhk flat for rent in moshi close to all basic civic amenities is available for just 22,000 in ishwar river residency, pune. This flat consists of 2 bathrooms & 2 balconies build in 720 sq.Ft. Carpet area. This property is constructed on 720 sq.Ft. Located on 9th of 12 floor. This is a ready to move property and it is 1-5 years old flat. It is a furnished property. Inclusive of 8 light, 3 fa...",Sparsh Properties 
88,Gera World of Joy,"2 Bedroom House for rent in Kharadi, Pune","₹40,000",+ Deposit 3 months rent,"1,150 sqft",2 BHK ,"['2 Baths', 'Private Garden']","A beautiful 2bhk row house available for rent in gera world of joy society, kharadi.
 Additional details :",Krushna Homes Realty 
89,Forest County,"2 BHK Flat for rent in Kharadi, Pune","₹42,000","+ Deposit ₹125,000","1,315 sqft",2 BHK ,"['2 Baths', 'Private Garden']","Pune's most popular society forest county in kharadi offers 2 bhk apartment. This flat consists of 2 bathrooms & 1 balcony in 1215 sq.Ft. Super built-Up area. The flat consists of 2 bedrooms, built on 1315 sq.Ft. Society provides 1 covered parking with this flat. The building has a total of 12 floors and this property is situated on 6th floor. Property is 0-1 year old. This is an unfurnished fl...",Makaan Makers  
90,Supreme Esteban,"4 BHK Flat for rent in Koregaon Park, Pune",₹1.9 Lac,+ Deposit 6 months rent,"4,250 sqft",4 BHK ,"['4 Baths', 'East Facing']",Residential apartment 3 bhk fully furnished for rent with covered car parking for 65000,Gaj Kesari Real Estates 
91,Brahma skyone,"2 BHK Flat for rent in Undri, Pune","₹17,000","+ Deposit ₹35,000",990 sqft,2 BHK ,"['2 Baths', 'ORCHARDS INTERNATIONAL SCHOOL  Nearby']","Beautiful spacious airy apartment with a gorgeous view. Good sunlight, perfect location with easy access to groceries, medicals, hotels, schools and transport. Cosmopolitan society with all amenities, for instance club house, swimming pool, gym, yoga room, childrens play area, ample car park, ample space. Building has 2 lifts with generator back up.",HOME IT 
92,VTP Belair,"2 BHK Flat for rent in Mahalunge, Pune","₹25,000","+ Deposit ₹60,000",687 sqft,2 BHK ,"['2 Baths', 'East Facing']","2bhk semifinished flat available for rent
Bed 02
Wardrobe 02
Kitchen trolley
Basic fitting,fan , geyser, cortain rod, exust fan",aarvi properties  
93,Magarpatta City Roystonea,"3 BHK Flat for rent in Magarpatta, Pune","₹45,000","+ Deposit ₹100,000","1,550 sqft",3 BHK ,"['3 Baths', 'East Facing']","Garden facing, unfurnished 3 bhk flat for rent in roystonea society in magarpatta city township. Flat having kitchen cabinet. Flat having good garden view and ventilation. This rent including of society maintenance. Society having all amenities and facilities. This society is near to season mall and cyber city offices.",Shree Properties 
